user_id,submission_count,problem_solved,contribution,country,follower_count,last_online_time_seconds,max_rating,rating,rank,registration_time_seconds,user_attempts_median,user_attempts_min,user_attempts_max,user_attempts_count,user_attempts_iqr
user_16,902,795,28,United States,49,1505444828,418.865,364.966,intermediate,1440536219,2.0,1.0,6.0,50.0,0.0
user_160,33,19,0,None,6,1484252453,309.06,137.328,beginner,1458061361,1.0,1.0,3.0,15.0,0.0
user_1600,50,44,0,None,7,1504719542,343.17699999999996,229.358,beginner,1473490873,1.0,1.0,4.0,27.0,0.0
user_1601,5,2,0,None,1,1503698279,315.94,315.94,intermediate,1468729789,2.5,2.0,3.0,2.0,0.0050000000000003375
user_1602,110,95,0,None,4,1505580624,357.51099999999997,330.275,intermediate,1475502944,1.0,1.0,4.0,65.0,0.0
user_1603,103,89,0,China,3,1505486097,331.995,245.7,beginner,1481693766,2.0,1.0,6.0,43.0,0.0
user_1604,322,282,11,Russia,35,1505555751,529.243,529.243,advanced,1458575868,2.0,1.0,6.0,35.0,0.0
user_1605,64,52,0,Bangladesh,14,1500922385,307.339,201.548,beginner,1455972638,2.0,1.0,4.0,36.0,0.0
user_1606,67,38,0,China,0,1503331945,328.26800000000003,281.25,beginner,1453797794,1.0,1.0,4.0,28.0,0.0
user_1607,1053,1015,1,None,191,1505513196,457.569,427.466,intermediate,1427461387,1.0,1.0,6.0,46.0,0.0
user_1608,161,134,0,None,5,1491234691,320.814,300.459,beginner,1317984263,2.0,1.0,6.0,43.0,0.0
user_1609,901,766,-7,Bangladesh,31,1505581843,305.33299999999997,282.397,beginner,1456573779,2.0,1.0,6.0,32.0,0.0
user_161,1102,1003,0,Egypt,683,1505515170,594.323,551.8919999999999,advanced,1351548748,1.0,1.0,6.0,64.0,0.0
user_1610,776,654,0,Syria,43,1505567449,338.589,317.374,intermediate,1456284244,2.0,1.0,6.0,37.0,0.0
user_1611,124,96,0,Ukraine,16,1505567344,307.626,260.608,beginner,1479216044,1.0,1.0,4.0,62.0,0.0
user_1612,29,27,0,None,0,1504503163,312.78700000000003,278.95599999999996,beginner,1479720461,2.0,1.0,4.0,19.0,0.0
user_1613,43,35,0,South Korea,2,1501388677,320.241,233.085,beginner,1481120067,1.0,1.0,6.0,26.0,0.0
user_1614,831,683,0,Japan,121,1505577196,487.385,421.445,intermediate,1332495248,1.0,1.0,3.0,66.0,0.0
user_1615,493,434,0,Syria,48,1505575746,327.122,236.525,beginner,1451729391,1.0,1.0,4.0,55.0,0.0
user_1616,365,313,3,Romania,150,1505209314,563.6469999999999,471.904,advanced,1300786729,1.0,1.0,6.0,67.0,0.0
user_1617,355,264,4,Kazakhstan,54,1505475079,356.07800000000003,313.36,intermediate,1472030020,1.0,1.0,6.0,41.0,0.0
user_1618,944,879,103,India,737,1505581580,588.589,545.872,advanced,1267956266,1.0,1.0,5.0,67.0,0.0
user_1619,26,18,0,Bangladesh,1,1499792127,320.528,199.541,beginner,1405053599,1.0,1.0,6.0,15.0,0.0
user_162,23,19,0,None,9,1487271152,372.13300000000004,313.073,intermediate,1440495426,1.0,1.0,3.0,15.0,0.0
user_1620,51,40,0,None,8,1502815314,316.514,264.622,beginner,1474383637,2.0,1.0,6.0,22.0,0.0
user_1621,41,39,0,None,0,1493751111,314.79400000000004,314.79400000000004,intermediate,1477501448,2.0,1.0,3.0,27.0,0.0
user_1622,51,41,0,None,2,1500381381,312.78700000000003,218.463,beginner,1474721732,2.0,1.0,5.0,30.0,0.0
user_1623,661,584,7,India,112,1504805816,418.57800000000003,406.82300000000004,intermediate,1401565400,2.0,1.0,6.0,52.0,0.0
user_1624,25,15,0,None,5,1491169324,307.626,66.227,beginner,1479657997,2.5,1.0,6.0,10.0,0.0
user_1625,182,174,0,Hungary,8,1505569405,518.349,518.349,advanced,1428070366,2.0,1.0,6.0,51.0,0.0
user_1626,269,231,-3,India,35,1505591690,403.096,398.222,intermediate,1469202752,1.0,1.0,5.0,57.0,0.0
user_1627,88,66,0,None,0,1505567887,340.88300000000004,282.11,beginner,1477310800,1.0,1.0,6.0,45.0,0.0
user_1628,83,74,3,India,2,1505369653,429.186,429.186,intermediate,1475326985,1.0,1.0,4.0,55.0,0.0
user_1629,324,301,-1,China,46,1505050989,500.57300000000004,474.48400000000004,advanced,1414162814,2.0,1.0,6.0,42.0,0.0
user_163,111,98,0,None,2,1498800955,325.401,249.14,beginner,1471098364,2.0,1.0,6.0,36.0,0.0
user_1630,276,253,5,China,130,1505537439,614.3919999999999,553.899,advanced,1328174126,1.0,1.0,5.0,53.0,0.0
user_1631,138,113,0,Bangladesh,15,1505414755,304.759,202.982,beginner,1459665919,2.0,1.0,6.0,45.0,0.0
user_1632,671,635,-13,Iran,35,1505221567,401.089,399.656,intermediate,1441098556,2.0,1.0,6.0,39.0,0.0
user_1633,355,350,0,China,18,1501505900,475.631,475.631,advanced,1450172564,2.0,1.0,6.0,49.0,0.0
user_1634,389,335,5,India,85,1505588903,483.085,483.085,advanced,1446221455,2.0,1.0,6.0,47.0,0.0
user_1635,20,19,0,None,8,1490696474,380.73400000000004,380.161,intermediate,1452098154,1.0,1.0,2.0,12.0,0.0
user_1636,73,50,0,None,1,1499712793,380.161,340.596,intermediate,1370348181,1.0,1.0,6.0,38.0,0.0
user_1637,15,8,0,None,0,1490814904,307.913,260.894,beginner,1449672047,1.0,1.0,6.0,6.0,0.0
user_1638,365,296,3,Kazakhstan,56,1505488049,397.649,328.555,intermediate,1472663259,2.0,1.0,5.0,54.0,0.0
user_1639,2540,2343,72,Kazakhstan,433,1505582705,612.099,551.8919999999999,advanced,1313741389,1.0,1.0,6.0,83.0,0.0
user_164,480,452,102,China,2819,1505213290,897.6489999999999,813.073,expert,1306208507,1.0,1.0,6.0,69.0,0.0
user_1640,141,129,0,None,3,1505539921,331.995,315.94,intermediate,1477910943,2.0,1.0,6.0,43.0,0.0
user_1641,527,490,17,India,103,1504539973,472.764,472.764,advanced,1405720340,1.0,1.0,6.0,73.0,0.0
user_1642,394,349,5,Kazakhstan,74,1505209872,395.356,342.89,intermediate,1466751004,1.5,1.0,5.0,62.0,0.0
user_1643,120,109,0,None,7,1504589697,319.381,290.711,beginner,1439800333,1.0,1.0,6.0,58.0,0.0
user_1644,525,449,0,Kazakhstan,17,1505501541,352.064,333.716,intermediate,1397408486,2.0,1.0,6.0,44.0,0.0
user_1645,1356,1186,6,Kazakhstan,250,1505576413,506.02099999999996,492.259,advanced,1322910262,1.0,1.0,5.0,62.0,0.0
user_1646,729,706,0,India,20,1505488641,434.63300000000004,417.144,intermediate,1417796811,1.0,1.0,6.0,57.0,0.0
user_1647,38,30,0,None,4,1502479498,309.06,202.695,beginner,1444994216,1.0,1.0,2.0,17.0,0.0
user_1648,600,519,0,India,44,1505580550,452.408,386.181,intermediate,1455630298,1.0,1.0,3.0,67.0,0.0
user_1649,500,439,0,Bangladesh,230,1505585459,468.463,448.681,intermediate,1400167275,1.0,1.0,6.0,56.0,0.0
user_165,203,191,0,China,10,1505555495,482.798,422.01800000000003,intermediate,1422761537,2.0,1.0,6.0,72.0,0.0
user_1650,112,98,0,India,3,1505276404,378.154,322.534,intermediate,1479875859,1.0,1.0,6.0,39.0,0.0
user_1651,190,177,8,China,112,1505341223,582.569,582.569,advanced,1472447788,1.0,1.0,3.0,64.0,0.0
user_1652,56,45,5,None,0,1504560643,389.908,374.14,intermediate,1459182008,1.0,1.0,3.0,31.0,0.0
user_1653,15,7,0,None,1,1505580313,312.21299999999997,284.404,beginner,1455536337,1.0,1.0,2.0,7.0,0.0
user_1654,813,723,-3,Bangladesh,91,1505573794,375.287,362.959,intermediate,1453122811,2.0,1.0,6.0,41.0,0.0
user_1655,271,250,0,China,32,1505538564,372.42,358.945,intermediate,1453892473,1.0,1.0,6.0,47.0,0.0
user_1656,199,168,0,India,32,1505015111,407.11,362.959,intermediate,1462455153,2.0,1.0,6.0,55.0,0.0
user_1657,488,451,8,None,83,1504969720,496.273,470.75699999999995,advanced,1418453952,1.0,1.0,6.0,61.0,0.0
user_1658,46,43,0,Indonesia,41,1492504347,583.716,583.716,advanced,1400681798,1.5,1.0,5.0,34.0,0.0
user_1659,127,107,0,None,22,1505389818,378.727,372.42,intermediate,1475244340,1.0,1.0,6.0,63.0,0.0
user_166,9,5,0,Brazil,1,1487180864,307.626,265.482,beginner,1483498656,1.0,1.0,2.0,5.0,0.0
user_1660,12,7,0,None,0,1504806377,321.961,280.103,beginner,1474196324,2.0,1.0,3.0,5.0,0.0
user_1661,97,70,0,India,30,1499018669,348.911,322.82099999999997,intermediate,1440868349,1.5,1.0,5.0,40.0,0.0
user_1662,159,124,0,Bangladesh,25,1502660769,307.339,238.81900000000002,beginner,1460232333,1.0,1.0,5.0,57.0,0.0
user_1663,2,1,0,None,0,1484334096,332.282,332.282,intermediate,1484116574,1.0,1.0,1.0,1.0,0.0
user_1664,200,164,0,India,2,1505154492,307.626,307.626,beginner,1471514348,1.0,1.0,6.0,65.0,0.0
user_1665,44,35,6,India,6,1504530330,333.716,302.17900000000003,beginner,1432999576,1.0,1.0,4.0,23.0,0.0
user_1666,20,15,0,None,3,1500918697,318.23400000000004,251.72,beginner,1439468403,2.0,1.0,6.0,12.0,0.0
user_1667,585,522,1,Syria,43,1503271895,346.904,346.904,intermediate,1417701493,2.0,1.0,6.0,32.0,0.0
user_1668,359,313,0,India,49,1505584014,413.131,381.30699999999996,intermediate,1473839364,1.0,1.0,6.0,63.0,0.0
user_1669,430,392,0,None,4,1504392528,340.31,314.22,intermediate,1454321387,1.0,1.0,5.0,86.0,0.0
user_167,1062,1022,0,Indonesia,54,1505562646,453.555,453.555,intermediate,1446306364,2.0,1.0,6.0,61.0,0.0
user_1670,1178,1118,61,Iran,322,1503597788,559.92,495.986,advanced,1323984437,1.0,1.0,3.0,60.0,0.0
user_1671,343,343,0,China,14,1505568187,476.491,469.61,advanced,1476623813,2.0,1.0,5.0,52.0,0.0
user_1672,65,58,0,None,6,1496838791,323.681,284.69,beginner,1477901564,1.0,1.0,5.0,44.0,0.0
user_1673,380,315,0,Egypt,80,1505524260,354.931,354.931,intermediate,1475530294,2.0,1.0,6.0,50.0,0.0
user_1674,187,173,0,None,16,1505563285,362.959,342.31699999999995,intermediate,1443542774,1.0,1.0,5.0,65.0,0.0
user_1675,175,148,6,None,6,1505199459,367.259,318.23400000000004,intermediate,1479540908,1.0,1.0,5.0,52.0,0.0
user_1676,282,264,1,India,23,1504960573,389.335,364.966,intermediate,1442928798,1.0,1.0,6.0,64.0,0.0
user_1677,76,64,0,None,3,1505552899,356.365,321.67400000000004,intermediate,1479654764,1.0,1.0,4.0,48.0,0.0
user_1678,95,82,0,None,19,1496341514,310.493,295.01099999999997,beginner,1476714525,1.0,1.0,4.0,53.0,0.0
user_1679,55,50,0,Bangladesh,25,1504367754,307.339,255.16099999999997,beginner,1456492698,1.0,1.0,5.0,33.0,0.0
user_168,163,154,0,Bangladesh,14,1505402565,319.954,245.7,beginner,1449424384,2.0,1.0,6.0,38.0,0.0
user_1680,27,21,0,None,1,1484246800,389.335,354.644,intermediate,1274973887,1.0,1.0,2.0,16.0,0.0
user_1681,1185,1077,26,Russia,77,1505580841,553.326,522.076,advanced,1319545025,1.0,1.0,6.0,52.0,0.0
user_1682,603,554,0,Egypt,93,1505220438,318.807,318.807,intermediate,1414250752,2.0,1.0,4.0,70.0,0.0
user_1683,25,17,0,None,1,1499013072,310.78,249.14,beginner,1469025793,1.0,1.0,3.0,15.0,0.0
user_1684,100,64,0,Bangladesh,14,1505565863,307.339,199.541,beginner,1455981953,1.0,1.0,4.0,36.0,0.0
user_1685,14,9,0,None,0,1488098632,310.20599999999996,235.952,beginner,1480236972,2.0,1.0,3.0,7.0,0.0
user_1686,123,88,0,None,11,1505543267,307.339,242.833,beginner,1451421412,1.0,1.0,5.0,39.0,0.0
user_1687,361,348,0,India,10,1505559631,373.28,373.28,intermediate,1441890768,2.0,1.0,6.0,50.0,0.0
user_1688,259,251,0,None,8,1505579112,304.186,170.298,beginner,1470932020,1.0,1.0,4.0,77.0,0.0
user_1689,154,121,0,None,3,1505578702,330.849,329.415,intermediate,1440858055,1.0,1.0,3.0,56.0,0.0
user_169,436,382,20,Iran,76,1505487784,557.626,557.626,advanced,1444922228,2.0,1.0,6.0,32.0,0.0
user_1690,186,146,0,None,10,1505582133,311.927,261.755,beginner,1470333684,2.0,1.0,4.0,36.0,0.0
user_1691,95,74,0,India,13,1505579866,346.33,341.17,intermediate,1477228585,2.0,1.0,4.0,53.0,0.0
user_1692,286,259,0,None,29,1504223466,485.092,463.01599999999996,advanced,1412700440,2.0,1.0,5.0,44.0,0.0
user_1693,659,619,1,China,23,1505533904,457.569,457.569,advanced,1453712706,2.0,1.0,5.0,47.0,0.0
user_1694,340,333,0,None,6,1504945053,508.88800000000003,508.88800000000003,advanced,1361888329,1.0,1.0,6.0,70.0,0.0
user_1695,232,205,0,Bangladesh,23,1505566351,305.906,120.126,beginner,1460815687,1.0,1.0,5.0,56.0,0.0
user_1696,341,321,2,United States,15,1505563859,491.399,465.596,advanced,1438636461,2.0,1.0,6.0,42.0,0.0
user_1697,50,43,0,China,22,1504706320,401.95,401.95,intermediate,1483322783,1.5,1.0,4.0,28.0,0.0
user_1698,34,27,0,Ukraine,0,1505248124,307.626,253.15400000000002,beginner,1479131737,1.0,1.0,4.0,20.0,0.0
user_1699,187,137,0,Japan,5,1505584372,311.64,261.181,beginner,1454007250,1.0,1.0,6.0,56.0,0.0
user_17,663,576,85,India,126,1505514946,422.01800000000003,378.727,intermediate,1376927263,1.0,1.0,6.0,78.0,0.0
user_170,109,76,0,India,14,1505551407,324.541,309.06,beginner,1464170137,1.0,1.0,4.0,48.0,0.0
user_1700,456,409,0,Poland,45,1505493507,592.89,548.165,advanced,1272630624,2.0,1.0,6.0,34.0,0.0
user_1701,134,115,0,None,27,1504846884,505.73400000000004,492.259,advanced,1468203340,1.0,1.0,2.0,78.0,0.0
user_1702,660,574,30,Syria,130,1505562396,456.135,456.135,advanced,1398266242,1.0,1.0,6.0,55.0,0.0
user_1703,65,42,0,Vietnam,6,1505581178,323.681,224.771,beginner,1477703898,2.0,1.0,5.0,34.0,0.0
user_1704,155,148,0,Bangladesh,24,1501085952,305.33299999999997,211.86900000000003,beginner,1444921638,1.0,1.0,4.0,81.0,0.0
user_1705,459,367,5,India,24,1505533679,316.22700000000003,288.41700000000003,beginner,1471711991,2.0,1.0,6.0,41.0,0.0
user_1706,76,63,0,None,7,1501433723,397.07599999999996,323.681,intermediate,1475486658,1.0,1.0,4.0,42.0,0.0
user_1707,98,78,0,India,5,1498760501,345.75699999999995,344.61,intermediate,1452609418,1.0,1.0,6.0,45.0,0.0
user_1708,722,655,0,Vietnam,78,1505536694,572.821,533.83,advanced,1415270821,1.0,1.0,6.0,57.0,0.0
user_1709,235,211,0,India,9,1505408943,347.477,309.346,beginner,1471286527,2.0,1.0,6.0,57.0,0.0
user_171,71,52,0,India,7,1505310491,304.759,253.44,beginner,1469795738,2.0,1.0,6.0,35.0,0.0
user_1710,967,906,87,Russia,90,1505563691,493.406,424.025,intermediate,1398162091,1.0,1.0,5.0,56.0,0.0
user_1711,413,344,3,India,48,1503297458,421.445,392.48900000000003,intermediate,1409826123,1.0,1.0,4.0,77.0,0.0
user_1712,275,253,0,Russia,9,1505492238,407.97,407.97,intermediate,1451884791,2.0,1.0,6.0,47.0,0.0
user_1713,529,443,-8,None,12,1505572399,316.514,219.61,beginner,1465654113,2.0,1.0,6.0,34.0,0.0
user_1714,247,195,77,Iran,78,1504554898,408.54400000000004,359.51800000000003,intermediate,1401609811,1.0,1.0,6.0,59.0,0.0
user_1715,170,131,-12,Vietnam,52,1505291724,446.38800000000003,386.755,intermediate,1425389905,1.0,1.0,6.0,45.0,0.0
user_1716,255,233,0,China,19,1505557997,507.167,488.819,advanced,1373459511,2.0,1.0,6.0,64.0,0.0
user_1717,373,297,-1,Russia,13,1505582413,388.475,361.23900000000003,intermediate,1442860391,1.0,1.0,6.0,25.0,0.0
user_1718,51,40,0,India,1,1504465095,307.339,201.835,beginner,1462035737,2.0,1.0,6.0,31.0,0.0
user_1719,9,4,0,None,0,1505537676,329.98900000000003,317.374,intermediate,1484208745,1.0,1.0,1.0,3.0,0.0
user_172,136,105,0,None,9,1498966446,315.94,315.94,intermediate,1401529792,1.0,1.0,5.0,40.0,0.0
user_1720,57,47,0,China,5,1491721416,389.908,367.546,intermediate,1475492564,1.0,1.0,4.0,33.0,0.0
user_1721,176,130,0,United States,4,1501819607,424.31199999999995,364.966,intermediate,1405314895,1.5,1.0,5.0,48.0,0.0
user_1722,160,149,0,None,6,1505579887,319.954,249.14,beginner,1472211529,2.0,1.0,5.0,57.0,0.0
user_1723,221,199,0,Bangladesh,34,1504780547,372.13300000000004,315.94,intermediate,1425062762,2.0,1.0,6.0,44.0,0.0
user_1724,2702,2607,110,Taiwan,1355,1505580916,738.819,716.17,expert,1298451653,1.0,1.0,6.0,58.0,0.0
user_1725,56,45,0,Czechia,8,1504880806,341.74300000000005,298.452,beginner,1441901867,2.0,1.0,2.0,28.0,0.0
user_1726,1,1,0,None,0,1484246123,314.507,314.507,intermediate,1484200679,1.45,1.01,4.98,44.01,0.0
user_1727,300,289,1,India,4,1505388179,337.72900000000004,329.702,intermediate,1483371993,2.0,1.0,6.0,53.0,0.0
user_1728,78,73,0,China,0,1499818410,322.248,286.697,beginner,1476623039,2.0,1.0,6.0,41.0,0.0
user_1729,92,78,0,India,13,1505072315,382.741,326.548,intermediate,1455007255,1.0,1.0,3.0,49.0,0.0
user_173,214,181,-2,Poland,73,1504964673,573.1080000000001,526.95,advanced,1415140942,2.0,1.0,6.0,49.0,0.0
user_1730,132,97,0,None,1,1497060366,319.381,232.798,beginner,1428054299,2.0,1.0,5.0,41.0,0.0
user_1731,47,31,0,None,0,1504780627,325.975,306.76599999999996,beginner,1482219559,1.0,1.0,4.0,21.0,0.0
user_1732,71,51,0,Argentina,20,1496768837,419.151,419.151,intermediate,1418306733,1.0,1.0,5.0,38.0,0.0
user_1733,912,766,112,Russia,350,1505582120,613.245,613.245,expert,1431281630,1.0,1.0,6.0,18.0,0.0
user_1734,202,178,0,India,50,1505582865,510.894,505.44699999999995,advanced,1464087581,2.0,1.0,6.0,49.0,0.0
user_1735,127,101,12,None,27,1504277737,510.608,478.49800000000005,advanced,1410529434,2.0,1.0,6.0,43.0,0.0
user_1736,148,134,0,India,23,1504619426,328.842,319.954,intermediate,1433444315,1.0,1.0,5.0,51.0,0.0
user_1737,5,4,0,None,2,1484241581,420.87199999999996,420.87199999999996,intermediate,1484234683,1.5,1.0,2.0,2.0,0.0050000000000001155
user_1738,84,56,0,Bangladesh,3,1504962702,314.22,73.108,beginner,1444922327,2.0,1.0,6.0,32.0,0.0
user_1739,465,397,1,Brazil,35,1504658439,394.209,324.828,intermediate,1408589073,2.0,1.0,5.0,59.0,0.0
user_174,52,41,0,None,9,1504123151,339.45,310.78,beginner,1471344455,2.0,1.0,6.0,29.0,0.0
user_1740,166,142,0,Russia,21,1492364166,399.369,359.23199999999997,intermediate,1417512399,1.0,1.0,6.0,42.0,0.0
user_1741,44,30,0,None,1,1503605673,331.135,248.28,beginner,1463417282,1.0,1.0,3.0,23.0,0.0
user_1742,120,100,0,None,8,1504704536,325.975,232.511,beginner,1474141961,1.0,1.0,6.0,51.0,0.0
user_1743,576,505,0,Belarus,72,1505563732,519.2090000000001,519.2090000000001,advanced,1440229755,2.0,1.0,6.0,40.0,0.0
user_1744,19,8,0,Brazil,2,1498688739,314.79400000000004,207.56900000000002,beginner,1464384784,1.0,1.0,2.0,7.0,0.0
user_1745,1396,1290,0,Russia,7,1505506791,439.79400000000004,369.55300000000005,intermediate,1305292079,1.0,1.0,5.0,48.0,0.0
user_1746,395,318,0,Bangladesh,49,1505567831,306.47900000000004,184.34599999999998,beginner,1462253540,2.0,1.0,6.0,27.0,0.0
user_1747,227,201,0,None,14,1505231885,324.828,294.151,beginner,1440264511,1.0,1.0,6.0,59.0,0.0
user_1748,34,33,0,None,0,1488103417,319.094,279.243,beginner,1483061901,2.0,1.0,6.0,23.0,0.0
user_1749,39,28,-6,None,5,1502468599,313.933,262.041,beginner,1479632112,2.0,1.0,6.0,22.0,0.0
user_175,84,66,0,Bangladesh,23,1504284769,305.046,186.067,beginner,1472101566,2.0,1.0,6.0,47.0,0.0
user_1750,430,404,0,None,43,1504555354,461.296,438.36,intermediate,1422950738,1.0,1.0,5.0,62.0,0.0
user_1751,174,164,0,Japan,8,1504688474,559.633,514.908,advanced,1445846945,1.0,1.0,5.0,55.0,0.0
user_1752,53,41,0,Bangladesh,2,1502879265,308.77299999999997,196.101,beginner,1470071859,1.0,1.0,5.0,28.0,0.0
user_1753,92,83,0,None,8,1499024907,357.51099999999997,322.248,intermediate,1454588954,2.0,1.0,4.0,63.0,0.0
user_1754,279,246,0,India,45,1497243283,367.833,367.833,intermediate,1389540608,2.0,1.0,6.0,72.0,0.0
user_1755,65,60,0,India,15,1501249604,334.57599999999996,334.57599999999996,intermediate,1450757395,2.0,1.0,6.0,32.0,0.0
user_1756,97,82,0,None,4,1504687724,306.47900000000004,202.982,beginner,1463602435,2.0,1.0,3.0,60.0,0.0
user_1757,1389,1322,51,Brazil,120,1505583181,558.2,531.823,advanced,1447013674,1.5,1.0,5.0,62.0,0.0
user_1758,154,139,0,None,13,1503115100,384.461,343.463,intermediate,1449388605,2.0,1.0,6.0,48.0,0.0
user_1759,5,3,0,Brazil,1,1487833330,304.186,274.943,beginner,1465079135,1.0,1.0,1.0,2.0,0.0
user_176,16,10,0,None,8,1500036382,315.367,261.755,beginner,1450249019,1.0,1.0,2.0,6.0,0.0
user_1760,203,186,0,Japan,52,1503843888,500.57300000000004,500.57300000000004,advanced,1399828199,1.0,1.0,6.0,57.0,0.0
user_1761,1123,1054,0,Bangladesh,348,1505560885,504.874,504.874,advanced,1424176746,1.0,1.0,6.0,61.0,0.0
user_1762,48,32,0,Bangladesh,12,1504535994,311.64,171.445,beginner,1464192840,2.0,1.0,4.0,17.0,0.0
user_1763,16,8,0,None,1,1503077651,313.073,210.722,beginner,1457877334,1.0,1.0,1.0,3.0,0.0
user_1764,373,312,0,None,41,1505564559,373.56699999999995,330.849,intermediate,1454605090,2.0,1.0,6.0,48.0,0.0
user_1765,188,162,0,Bangladesh,38,1505076358,360.37800000000004,317.374,intermediate,1454605021,1.0,1.0,4.0,49.0,0.0
user_1766,143,132,-3,India,3,1504801618,304.186,252.86700000000002,beginner,1483535751,2.0,1.0,6.0,60.0,0.0
user_1767,28,24,0,None,15,1487056784,541.571,541.571,advanced,1387380166,1.0,1.0,3.0,20.0,0.0
user_1768,271,227,0,India,0,1505382916,311.927,286.98400000000004,beginner,1446724725,2.0,1.0,5.0,48.0,0.0
user_1769,280,248,0,Russia,34,1505555582,481.651,457.569,advanced,1447424758,1.0,1.0,6.0,46.0,0.0
user_177,56,48,0,None,3,1505581871,423.165,415.99800000000005,intermediate,1446818992,2.0,1.0,6.0,33.0,0.0
user_1770,643,559,27,France,31,1505514832,467.31699999999995,426.606,intermediate,1442340179,2.0,1.0,6.0,46.0,0.0
user_1771,37,35,0,None,3,1502007392,333.42900000000003,258.888,beginner,1478369785,2.0,1.0,6.0,24.0,0.0
user_1772,101,78,0,None,4,1499021059,374.42699999999996,356.93800000000005,intermediate,1432311041,1.0,1.0,6.0,42.0,0.0
user_1773,190,187,0,Croatia,26,1499413483,445.528,391.915,intermediate,1388775138,1.5,1.0,6.0,42.0,0.0
user_1774,980,912,52,Venezuela,67,1505581652,483.37199999999996,425.745,intermediate,1363836136,1.0,1.0,4.0,73.0,0.0
user_1775,365,353,0,Bangladesh,58,1502070437,377.00699999999995,358.658,intermediate,1423771636,2.0,1.0,5.0,73.0,0.0
user_1776,1251,1147,15,Bangladesh,416,1505581829,481.651,397.649,intermediate,1343661693,1.0,1.0,6.0,56.0,0.0
user_1777,16,14,0,None,6,1487964222,304.186,274.369,beginner,1442406303,2.0,2.0,6.0,11.0,0.0
user_1778,7,5,0,None,0,1499967685,329.415,293.865,beginner,1468505409,1.5,1.0,2.0,4.0,0.0
user_1779,406,371,2,Lebanon,30,1505188556,485.092,485.092,advanced,1415199067,1.0,1.0,5.0,58.0,0.0
user_178,803,676,0,Slovakia,15,1496948888,499.14,458.716,advanced,1278666644,1.0,1.0,3.0,66.0,0.0
user_1780,109,96,0,Vietnam,69,1505058339,452.408,425.745,intermediate,1413471645,1.0,1.0,5.0,63.0,0.0
user_1781,216,187,0,India,6,1505070284,379.3,356.07800000000003,intermediate,1465402688,1.0,1.0,3.0,54.0,0.0
user_1782,17,11,0,None,2,1489866996,328.555,324.255,intermediate,1416733888,1.0,1.0,2.0,9.0,0.0
user_1783,154,130,11,United States,60,1504747937,368.69300000000004,326.835,intermediate,1398176898,2.0,1.0,6.0,52.0,0.0
user_1784,15,4,0,None,0,1487933278,327.695,327.695,intermediate,1426718442,1.0,1.0,3.0,3.0,0.0
user_1785,459,419,0,None,47,1505560837,304.759,243.979,beginner,1446586745,2.0,1.0,4.0,49.0,0.0
user_1786,788,732,-14,Kazakhstan,89,1505529016,346.61699999999996,251.72,beginner,1465308503,1.0,1.0,5.0,78.0,0.0
user_1787,28,27,0,Georgia,6,1504625481,307.053,215.88299999999998,beginner,1463425882,3.0,1.0,6.0,17.0,0.0
user_1788,167,153,0,China,21,1505406403,325.975,288.704,beginner,1467817869,1.0,1.0,5.0,50.0,0.0
user_1789,12,6,0,None,0,1498732931,327.695,303.32599999999996,beginner,1459529371,1.5,1.0,2.0,4.0,0.0
user_179,177,160,0,Brazil,15,1504911476,327.695,327.695,intermediate,1469888941,2.0,1.0,6.0,50.0,0.0
user_1790,119,109,0,Bangladesh,19,1497646067,312.21299999999997,34.977,beginner,1379355272,1.0,1.0,5.0,65.0,0.0
user_1791,28,23,0,Macedonia,7,1502997362,322.534,284.117,beginner,1466773696,1.0,1.0,5.0,21.0,0.0
user_1792,90,72,8,None,4,1504968248,391.62800000000004,300.745,beginner,1459428808,1.0,1.0,6.0,48.0,0.0
user_1793,575,534,-4,Bangladesh,97,1505507551,377.29400000000004,377.29400000000004,intermediate,1432105259,2.0,1.0,6.0,48.0,0.0
user_1794,155,127,0,India,41,1504039833,405.963,399.656,intermediate,1449635065,1.0,1.0,4.0,44.0,0.0
user_1795,361,357,-1,Bangladesh,36,1505564791,360.665,360.665,intermediate,1465567719,2.0,1.0,6.0,69.0,0.0
user_1796,84,66,0,India,18,1505047422,321.961,319.66700000000003,intermediate,1463205565,1.0,1.0,3.0,54.0,0.0
user_1797,162,96,0,Singapore,7,1504624406,305.33299999999997,181.766,beginner,1411889312,1.0,1.0,3.0,41.0,0.0
user_1798,159,157,0,Bangladesh,12,1505289973,314.22,206.422,beginner,1432365405,1.0,1.0,6.0,49.0,0.0
user_1799,246,202,-2,India,35,1505582666,400.51599999999996,389.908,intermediate,1449785689,1.0,1.0,6.0,45.0,0.0
user_18,100,80,0,Russia,27,1504452661,471.61699999999996,461.583,advanced,1441453968,1.0,1.0,6.0,55.0,0.0
user_180,298,224,0,India,96,1503611564,463.876,463.876,advanced,1372300412,1.5,1.0,4.0,36.0,0.0
user_1800,142,124,0,Bangladesh,26,1503601144,310.493,256.594,beginner,1474643024,1.0,1.0,6.0,68.0,0.0
user_1801,190,168,0,India,4,1505290341,307.339,204.702,beginner,1477222537,2.0,1.0,6.0,48.0,0.0
user_1802,241,185,3,China,141,1505147769,538.7040000000001,512.328,advanced,1388052997,1.5,1.0,6.0,26.0,0.0
user_1803,24,11,0,India,0,1503063850,313.073,196.101,beginner,1439152886,2.0,1.0,4.0,10.0,0.0
